DATE,FFR,C,A,LF,S,U
2012-06-30,0.16166666666666668,0.004408848538162147,0.0026425393264339903,-17.685876876642897,inf,13.689999999999994
2012-07-31,0.15645161290322582,0.004689292357788588,-0.0018157133745297926,-17.685881122303204,0.01646259501884817,13.689999999999994
2012-08-31,0.13225806451612904,0.0018931017702730202,-0.008028380189594841,-16.957482523749146,0.03160655505734411,12.959999999999997
2012-09-30,0.14433333333333334,0.009385754502417853,-0.006333752863790565,-14.885050344621616,0.028088257665288552,10.889999999999999
2012-10-31,0.15838709677419355,0.00728336582536393,0.0029479074962495133,-14.880360628779957,-0.003889173817627878,10.889999999999999
2012-11-30,0.16066666666666668,0.0126088853758759,0.011051841728871636,-14.235664441603808,-0.03058095282128992,10.240000000000002
2012-12-31,0.16451612903225807,0.006658046798907691,0.015111103372385415,-15.557098734887475,0.019720278324200535,11.560000000000002
2013-01-31,0.14258064516129032,0.0029240202773141988,0.022115971926906397,-16.241787281966058,0.040044020103729316,12.25
2013-02-28,0.14500000000000002,0.003873333963365866,0.03404322954048844,-14.235206105139081,0.02133022236923754,10.240000000000002
2013-03-31,0.1435483870967742,0.008353625249071683,0.03272911512894261,-12.996319082080415,0.025150299405515497,9.0
2013-04-30,0.145,0.0034574104907854064,0.02903099674865217,-13.606915273805393,0.012733200152067248,9.609999999999998
2013-05-31,0.10903225806451612,0.005589139720557412,0.027718610307863045,-12.995693603761946,0.043077512415511165,9.0
2013-06-30,0.09366666666666666,0.003930954283012156,0.024743006924154543,-12.993451450128498,-0.012932193250152935,9.0
2013-07-31,0.09258064516129033,0.0057726555979265015,0.027568638406185286,-11.834917995884744,0.03036202475217653,7.839999999999999
2013-08-31,0.08290322580645161,0.001851440283257233,0.026300413959036817,-11.285356866935464,0.0008495238004533334,7.290000000000001
2013-09-30,0.08,0.006261023645683039,0.017111020783628916,-11.285519330140723,0.010174949027468294,7.290000000000001
2013-10-31,0.08709677419354839,0.005866154442784932,0.02864238768199634,-11.281526170980124,0.019285066759143987,7.290000000000001
2013-11-30,0.08433333333333333,0.006096057636277408,0.02532386158021005,-9.752990648039374,0.03626100373607066,5.760000000000002
2013-12-31,0.08516129032258064,0.007703830289942815,0.023809093550799076,-8.834564911703072,0.013496224971072834,4.840000000000001
2014-01-31,0.07161290322580646,0.001092969353020834,0.01809188083160862,-8.40636728499587,0.008033596230694329,4.409999999999998
2014-02-28,0.06642857142857143,0.004781461826093292,0.017028416034495564,-8.837540821609698,-0.002924628339142643,4.840000000000001
2014-03-31,0.07806451612903226,0.01924856572547995,0.015850300025043396,-8.832400271265454,0.02526305417922803,4.840000000000001
2014-04-30,0.09033333333333333,0.006747708278965092,0.016726911991314708,-6.8824146828547,0.00039701843259276615,2.8900000000000006
2014-05-31,0.08709677419354837,0.0045722598094055655,0.01189339241007481,-7.232933101841004,0.013587637110950901,3.2399999999999993
2014-06-30,0.09566666666666666,0.00268224516747928,0.006820582685053367,-6.555385372180959,0.029881110812678635,2.5599999999999987
2014-07-31,0.09096774193548386,0.004250649461182476,0.009858896143887463,-6.882683050251736,0.013271182536878534,2.8900000000000006
2014-08-31,0.08806451612903225,0.0020823555219191547,0.004986247471695293,-6.55849127039904,-0.0058801579664224946,2.5599999999999987
2014-09-30,0.08833333333333333,0.002535998527017469,0.004345084465340321,-5.955053331114715,0.016028775225731096,1.960000000000001
2014-10-31,0.08903225806451612,0.002525758271893608,0.0074714081118152365,-5.4364094656306055,-0.028472517428019373,1.4400000000000004
2014-11-30,0.09200000000000001,0.01187283203536893,0.004211534337423828,-5.685718924132972,0.05390651829644533,1.6899999999999995
2014-12-31,0.12258064516129032,0.013053832531289444,0.0018568515705315036,-5.206262501407066,0.004730255423707419,1.2099999999999993
2015-01-31,0.11483870967741935,0.00507401962822307,0.002280189801734167,-5.440809082919646,-0.012780683937639203,1.4400000000000004
2015-02-28,0.11071428571428572,0.00583954235835904,-0.0023875031784292844,-4.995995918833813,0.02628490529670735,1.0
2015-03-31,0.11290322580645161,0.010020408244091783,-0.0017950439782445926,-4.803848519497215,-0.0010597003619308154,0.8100000000000006
2015-04-30,0.12466666666666668,0.003803164149038807,-0.001333821215395048,-4.80324453957512,0.00712478470519784,0.8100000000000006
2015-05-31,0.12322580645161291,0.0034087439156031962,-0.0006229915497755201,-5.205055233173847,0.00812052434518229,1.2099999999999993
2015-06-30,0.129,0.0011632431531065635,-0.00011268472542091956,-4.6351760870289205,-0.006012452600538509,0.6399999999999997
2015-07-31,0.13032258064516128,0.002644218146546251,0.00199444462644216,-4.486481162689517,-0.0024514566438567087,0.49000000000000027
2015-08-31,0.13806451612903226,0.0038454552340816406,-0.0007864943436075578,-4.357095356360225,-0.026260491546854503,0.3599999999999996
2015-09-30,0.136,0.006393417872285312,5.0751609947496945e-05,-4.244846356840503,-0.04792954209478939,0.25
2015-10-31,0.1235483870967742,0.005445764715977575,0.0023829142989431062,-4.249427618822512,0.04052254521658494,0.25
2015-11-30,0.11766666666666666,0.00827510966707834,-0.00200834406507866,-4.355767891639448,0.027187028105119637,0.3599999999999996
2015-12-31,0.24064516129032257,0.00855409840536403,-3.101657343584918e-05,-4.2473712220009405,-0.012836406175722459,0.25
2016-01-31,0.3429032258064516,0.0016152172342547289,0.0008090138243765921,-4.0825823954978135,-0.06823318174240889,0.0899999999999999
2016-02-29,0.37517241379310345,0.002568433479313015,-0.0009075644207072742,-4.153733844749209,-0.0074179434730030636,0.16000000000000028
2016-03-31,0.362258064516129,0.011127594669003926,-0.0003299621770747052,-4.244236037785397,0.05988770291101897,0.25
2016-04-30,0.3653333333333333,0.00538721413952814,0.0006306437390684039,-4.349973489924267,0.0261546509425008,0.3599999999999996
2016-05-31,0.36516129032258066,0.0043923067490379,-0.003240092918261439,-4.0838814528568514,-0.004822070636328668,0.0899999999999999
2016-06-30,0.37766666666666665,0.004475367700525368,-0.0007570330761286215,-4.155134129545327,0.008839997905070618,0.16000000000000028
2016-07-31,0.3916129032258065,0.004225314933085755,0.0006309808155897656,-4.08322110455462,0.03072002025564924,0.0899999999999999
2016-08-31,0.3967741935483871,0.00045310516897956177,-0.0011814709035267157,-4.152519235872444,0.013212229204043524,0.16000000000000028
2016-09-30,0.39633333333333337,0.004027415604461737,-6.117556889151388e-05,-4.2453823735851905,-0.00913059684179185,0.25
2016-10-31,0.3964516129032258,0.003775045442520053,-0.0015264024605947668,-4.1540767119299815,-0.006822152807317572,0.16000000000000028
2016-11-30,0.4066666666666666,0.008588139642958126,-0.0011047305389642048,-4.038051996693756,0.010197269380720186,0.04000000000000007
2016-12-31,0.54,0.007239209449869222,0.0011786116493794907,-4.0347611650794315,0.03701712878237018,0.04000000000000007
2017-01-31,0.6496774193548387,0.0034781097959282192,-0.0011736058021352136,-4.029732602940703,0.012600148381302745,0.04000000000000007
2017-02-28,0.6567857142857143,5.0511201617808865e-05,0.0008015662412255153,-4.004297361589694,0.0237988260034383,0.009999999999999929
2017-03-31,0.7861290322580645,0.014819352926513929,0.0019459121257252576,-3.991863594229425,0.015718334390286692,-0.009999999999999929
2017-04-30,0.896,0.008057002463024432,0.0022532396275405375,-3.979583041211702,-0.0031792201812654852,-0.009999999999999929
2017-05-31,0.9074193548387097,0.005629370686795809,-0.0019269035514906108,-3.985839176657656,0.015158669790501733,-0.009999999999999929
2017-06-30,1.04,0.004541228027353128,0.0001260294326037581,-3.9534342154355366,0.016002368483697182,-0.04000000000000007
2017-07-31,1.1506451612903223,0.004735876881658996,-8.670727904558362e-06,-3.957479777977254,0.008231095356930673,-0.04000000000000007
2017-08-31,1.1570967741935483,0.0017236595164327184,-0.001352625191499257,-3.9857789306571516,0.0008637079522770819,-0.009999999999999929
2017-09-30,1.153333333333333,0.00827534845834954,-0.0007347871296392583,-3.952274620004176,0.014798202017583861,-0.04000000000000007
2017-10-31,1.1538709677419354,0.003143387996656699,0.0006608094786422214,-3.8997120323240915,0.02541060579020371,-0.0899999999999999
2017-11-30,1.157,0.005584422385762622,-0.0027560148684742103,-3.907973979438879,0.014215445504708768,-0.0899999999999999
2017-12-31,1.3016129032258066,0.007766796446539104,-0.000872439456372831,-3.833819382182905,0.02690748460340675,-0.16000000000000028
2018-01-31,1.414516129032258,0.004226587645900892,-0.0019388148393915117,-3.7393198500499008,0.04601471436789595,-0.25
2018-02-28,1.4175,0.003061173119180083,-0.00513408883505484,-3.8321992124369233,-0.030811964962834004,-0.16000000000000028
2018-03-31,1.5061290322580645,0.010314254238791065,-0.003624430060513717,-3.7401712482999043,-0.0008807267092514337,-0.25
2018-04-30,1.6923333333333332,0.004224280213596998,-0.003883126107579571,-3.7423427174775705,-0.018351863027038284,-0.25
2018-05-31,1.7,0.006641541291450892,-0.008891528919349412,-3.5021029700707733,0.017878099210967058,-0.49000000000000027
2018-06-30,1.8196666666666665,0.006275671321573029,-0.006231627547565566,-3.7450214290435553,0.01937769871780315,-0.25
2018-07-31,1.91,0.004675222987872374,-0.006695971887959118,-3.5052089286713684,0.014164080765189269,-0.49000000000000027
2018-08-31,1.9148387096774193,0.0015273909158288745,-0.011611573204691084,-3.5096734538378946,0.022712650367950893,-0.49000000000000027
2018-09-30,1.9546666666666668,0.008284969352013505,-0.007816755503311512,-3.351740476363209,0.015168777486429086,-0.6399999999999997
2018-10-31,2.187741935483871,0.0027355072936270375,-0.008861259703843771,-3.5039963559406724,-0.04081327875709473,-0.49000000000000027
2018-11-30,2.197666666666667,0.006763793128181206,-0.010897140996434018,-3.5028873639980533,-0.022596246360715888,-0.49000000000000027
2018-12-31,2.274193548387097,0.0031040121950489663,-0.009561430451704211,-3.6339439815429655,-0.05896086782430032,-0.3600000000000001
2019-01-31,2.4,0.0016586873968247318,-0.008169302284800395,-3.748054868896689,0.015492087900241813,-0.25
2019-02-28,2.4,-0.0011362367223366476,-0.011832997601235462,-3.5087037187041217,0.055018432013944185,-0.49000000000000027
2019-03-31,2.4051612903225807,0.006698504334904598,-0.009522112669907656,-3.504317287524955,0.017673042076449264,-0.49000000000000027
2019-04-30,2.423666666666667,0.004148109466846961,-0.008018984550977493,-3.1773384494152106,0.03497902897603833,-0.8099999999999998
2019-05-31,2.390967741935484,0.0033642491321241863,-0.01573197900474632,-3.185094429831235,-0.01705139534026401,-0.8099999999999998
2019-06-30,2.377666666666667,0.003189726148251637,-0.007674255684586129,-3.1809589368033437,0.012345111193939218,-0.8099999999999998
2019-07-31,2.4029032258064515,0.00524417001491706,-0.010026771496079334,-3.354541160728203,0.03600205437490622,-0.6399999999999997
2019-08-31,2.1258064516129034,0.0012685595080181855,-0.008099312125231961,-3.355046957974869,-0.03346832556465529,-0.6399999999999997
2019-09-30,2.043,0.007715077711464957,0.009313406872340835,-2.9972229021283807,0.02879886012614641,-1.0
2019-10-31,1.8296774193548386,0.0038632643953224743,0.04159682600747061,-3.183848710882157,-0.0015036611908989528,-0.8099999999999998
2019-11-30,1.5533333333333335,0.009066622471229024,0.018085690916830544,-3.1887207618546576,0.041840090402015306,-0.8099999999999998
2019-12-31,1.550967741935484,0.0048374880980972534,0.017980412805458812,-3.181202709247307,0.022875553635225643,-0.8099999999999998
2020-01-31,1.5506451612903225,0.0026297421080023753,0.010478279790291367,-2.992353034307591,0.03143685112731198,-1.0
2020-02-29,1.5831034482758621,-0.0016693614917517863,0.002542462418240632,-2.993814683191679,-0.0002711141204621015,-1.0
